iter	TotalF1	MultiClass
866	0.9676622925	0.4410582293
867	0.967395358	0.4408028535
868	0.9673951427	0.4404823478
869	0.9675291378	0.4400456014
870	0.9677996711	0.4396980907
871	0.9677996711	0.4394090963
872	0.9677955514	0.4389484978
873	0.9677955514	0.4385865987
874	0.9680626046	0.4384562429
875	0.9687348072	0.4378956136
876	0.9684668806	0.4375564619
877	0.9686048217	0.4372274315
878	0.9690050627	0.4367128008
879	0.9692721258	0.4362939178
880	0.9694066354	0.4360496831
881	0.9695397952	0.4358033134
882	0.9695358881	0.4351567451
883	0.9695366017	0.4348884193
884	0.9699438501	0.4343855703
885	0.9698143797	0.4342009907
886	0.9700808441	0.4337651904
887	0.9706188427	0.433396026
888	0.9704842655	0.4330612829
889	0.9704847644	0.43282422
890	0.9708849373	0.4324264915
891	0.9708853901	0.4319275547
892	0.971018157	0.431623675
893	0.9708848965	0.4314274182
894	0.971018157	0.4312806927
895	0.9710190657	0.4309323655
896	0.9710186188	0.4306963658
897	0.9711523258	0.4302956003
898	0.9714192618	0.4298622074
899	0.9715529211	0.4294209697
900	0.9718194603	0.4290537572
901	0.9720863993	0.4287037049
902	0.9720867549	0.4284044168
903	0.9722200541	0.4280865679
904	0.9723537229	0.4277668571
905	0.9726206324	0.4275364625
906	0.9732877569	0.4269719394
907	0.9732880138	0.4267970173
908	0.9734215797	0.4261652824
909	0.9735549457	0.4259921534
910	0.9735546955	0.4256574964
911	0.9734210726	0.4253132265
912	0.9735543741	0.4250858561
913	0.9734178186	0.4248120874
914	0.973417867	0.4245621404
915	0.973417402	0.4242822326
916	0.9735515644	0.4239909047
917	0.9738213964	0.4236514216
918	0.9740912143	0.4231962832
919	0.9744913963	0.4228069541
920	0.9747583186	0.4225132285
921	0.9748973923	0.4222221864
922	0.9746301438	0.4218995773
923	0.9750306314	0.4216247437
924	0.9751615423	0.4211829231
925	0.9751592075	0.4207177927
926	0.9751585026	0.4205083843
927	0.9751585026	0.4203105121
928	0.9751585026	0.4201334484
929	0.9755590964	0.4195278938
930	0.9758289247	0.4192168995
931	0.9759622066	0.4191197133
932	0.9764963411	0.41854424
933	0.976232146	0.4181690533
934	0.9763656331	0.41779519
935	0.976498991	0.4173217558
936	0.9770352421	0.4169686225
937	0.9774354107	0.4164671945
938	0.9771660166	0.4160531821
939	0.9774354818	0.4156766075
940	0.9773020565	0.4154116277
941	0.9774380629	0.4151619101
942	0.9774354262	0.4148289369
943	0.9775714014	0.4145345818
944	0.9777021246	0.4141680261
945	0.9778356046	0.4136739446
946	0.9779689515	0.4133608672
947	0.9783717284	0.4128867641
948	0.9783717284	0.4126960402
949	0.9785022993	0.4123430552
950	0.9785022993	0.4122154938
951	0.9786358328	0.4118604743
952	0.9786358328	0.4115472801
953	0.9787691447	0.4111557348
954	0.9789024654	0.4107643788
955	0.9790382531	0.4102043387
956	0.9791717861	0.4100509243
957	0.9791717861	0.4096765812
958	0.9791717861	0.4094796403
959	0.9790384868	0.4089534154
960	0.9791717861	0.4086895664
961	0.9793052991	0.4083147216
962	0.9794386033	0.4081089159
963	0.9795718939	0.4077069768
964	0.9794386033	0.4074026955
965	0.9797054237	0.407104056
966	0.9797054237	0.4068497393
967	0.9797054237	0.4065284229
968	0.9797054237	0.4062991113
969	0.9798387193	0.4060368476
970	0.9798387193	0.4056074502
971	0.9798386755	0.4052604678
972	0.9798386755	0.4050781416
973	0.9799720014	0.4049769221
974	0.9799720014	0.4047841723
975	0.9799720014	0.4045024855
976	0.980105548	0.4041327277
977	0.9802388352	0.4038094333
978	0.9805056725	0.4034896969
979	0.9803723803	0.4032171588
980	0.9803723803	0.4027275244
981	0.9803723803	0.4024591808
982	0.9803723803	0.4021527749
983	0.9805056725	0.4018364174
984	0.9805056725	0.4016834686
985	0.9802365084	0.4013029797
986	0.9803698	0.4012277586
987	0.9803698	0.400813527
988	0.9807699622	0.4004061158
989	0.9805030784	0.4002809246
990	0.9806363435	0.3999490735
991	0.9807695954	0.3997020934
992	0.9807695954	0.3994946124
993	0.9810364895	0.399114027
994	0.9807695954	0.3986845934
995	0.9810368498	0.3983016058
996	0.9810368498	0.3979192131
997	0.9809032325	0.3978611465
998	0.9810368498	0.3974972201
999	0.9813037414	0.3972070883
1000	0.9811701253	0.3969694528
1001	0.9813033877	0.396678585
1002	0.9815702899	0.3964036662
1003	0.9815705884	0.396085314
1004	0.981704201	0.395694947
1005	0.9819688374	0.395278612
1006	0.9821021344	0.3949375861
1007	0.9819688374	0.3946591057
1008	0.9818371963	0.394572564
1009	0.9822357833	0.3940866699
1010	0.9821024818	0.3935965758
1011	0.9821024818	0.3932496397
1012	0.9819691666	0.3929923379
1013	0.9819691666	0.3926474175
1014	0.9821044412	0.3922077371
1015	0.9822377382	0.3919167687
1016	0.9821044412	0.3916543001
1017	0.9822377382	0.3914686113
1018	0.9825046524	0.3910933837
1019	0.9822380343	0.390894404
1020	0.9826379419	0.3905299541
1021	0.9826402631	0.3901380826
1022	0.9827735532	0.3898861101
1023	0.9827712185	0.3895367137
1024	0.9826379419	0.3890574665
1025	0.9826379419	0.3889074472
1026	0.9823713499	0.3886615653
1027	0.9826379419	0.3883369084
1028	0.9827712185	0.3881228213
1029	0.9827712185	0.3880526241
1030	0.9829044822	0.3876900508
1031	0.9829048663	0.3874355379
1032	0.9830381485	0.3871108556
1033	0.9831714179	0.386809058
1034	0.9830381485	0.3864707162
1035	0.9830381485	0.3862049797
1036	0.9830384946	0.38597221
1037	0.9831717954	0.3857674739
1038	0.9833050833	0.3855531918
1039	0.9833050833	0.3853231699
1040	0.9833050833	0.3849954429
1041	0.9834406201	0.3847273113
1042	0.9834406201	0.3843946453
1043	0.9834406201	0.3840533179
1044	0.9833073317	0.3839100441
1045	0.9833073317	0.3836614635
1046	0.9834406201	0.383329524
1047	0.9834406201	0.382917289
1048	0.9837071585	0.3825473673
1049	0.9838404084	0.3822593203
1050	0.9838404084	0.381910062
1051	0.9841068701	0.381623464
1052	0.9839736456	0.3812094505
1053	0.984240082	0.3809468531
1054	0.9839736456	0.3806736663
1055	0.984240082	0.3802231903
1056	0.984240082	0.3798262907
1057	0.9841068701	0.3795234576
1058	0.9845064676	0.3792195711
1059	0.9843732811	0.3790367111
1060	0.9843732811	0.3788060478
1061	0.9846396415	0.3785390164
1062	0.9845067939	0.3783165085
1063	0.9846399857	0.3779118536
1064	0.9849071736	0.3776157984
1065	0.9846402246	0.3772253582
1066	0.9846402246	0.3771228154
1067	0.9847739624	0.3766982397
1068	0.984907681	0.3763564794
1069	0.984641008	0.3760378424
1070	0.9851765483	0.3755509569
1071	0.985174629	0.3752778529
1072	0.9851741281	0.3749340608
1073	0.9850406954	0.3745554922
1074	0.9853078649	0.3743667038
1075	0.9854432474	0.3740917838
1076	0.9851741281	0.3738248184
1077	0.9854427535	0.3736580561
1078	0.9853073329	0.3732783368
1079	0.9854410884	0.3732120761
1080	0.9854410884	0.3730088855
1081	0.9854413908	0.3727958174
1082	0.9855767056	0.3725275987
1083	0.9858423525	0.3721449929
1084	0.9855751901	0.3718076665
1085	0.9855751901	0.3717268942
1086	0.9855751901	0.3715293699
1087	0.9857104969	0.3712907074
1088	0.9857088876	0.3709781971
1089	0.9857088876	0.370728014
1090	0.9858441567	0.370559482
1091	0.9858441567	0.3703290445
1092	0.9859804376	0.3702354741
1093	0.986113933	0.3699265982
1094	0.9859789031	0.3697957822
1095	0.9861123988	0.3696279442
1096	0.9862487215	0.3693105437
1097	0.9862457994	0.3689170387
1098	0.9862472969	0.3686609359
1099	0.9862472969	0.3683723733
1100	0.9862472969	0.3681511905
1101	0.9862488497	0.3678645951
1102	0.9863809201	0.367499874
1103	0.9863809201	0.3672889709
1104	0.9863809201	0.3669492467
1105	0.9867828692	0.3666418716
1106	0.987049616	0.3663405106
1107	0.9869145323	0.3662530481
1108	0.9870481555	0.3660454552
1109	0.9870484732	0.3658201541
1110	0.9869148875	0.3655778033
1111	0.9871820402	0.3652092779
1112	0.98718176	0.3648350814
1113	0.9873150345	0.364620985
1114	0.98758192	0.3643248724
1115	0.9874482967	0.3639605078
1116	0.9875822249	0.3636693049
1117	0.9875822249	0.3634990025
1118	0.9877155246	0.3630991598
1119	0.9877155246	0.3628328437
1120	0.98758192	0.3625879497
1121	0.9878488122	0.3622411777
1122	0.9878488122	0.3621010557
1123	0.9878488122	0.3618652799
1124	0.9878488122	0.3615829113
1125	0.9878488122	0.3613343144
1126	0.9877151887	0.3610773535
1127	0.987982417	0.3610044681
1128	0.9881157111	0.3606232132
1129	0.9881157111	0.3605275043
1130	0.9881160032	0.3602365169
1131	0.9882495709	0.3599633487
1132	0.9882495709	0.3598028473
1133	0.98838312	0.3593721651
1134	0.9885166507	0.3589940619
1135	0.988650163	0.3588121059
1136	0.988650163	0.358580647
1137	0.9887845973	0.3583005066
1138	0.9887845973	0.3582054808
1139	0.9887845973	0.3580022018
1140	0.9887845973	0.3577061538
1141	0.9887845973	0.3574767208
1142	0.9887845973	0.3572040322
1143	0.989051474	0.3568923343
1144	0.989051642	0.3566446133
1145	0.9887847716	0.3564434231
1146	0.9890517418	0.356208185
1147	0.9890517418	0.3558734319
1148	0.9890517418	0.3556528696
1149	0.9890505584	0.3554240703
1150	0.9893173741	0.3552805077
1151	0.9891839723	0.3550907398
1152	0.9891851368	0.3548820467
1153	0.9893173741	0.3547826097
1154	0.9893173741	0.3546930882
1155	0.9894507638	0.3543326259
1156	0.9894507638	0.3541575842
1157	0.9893172128	0.3539618803
1158	0.9893172128	0.3536181573
1159	0.9894507638	0.3533013531
1160	0.9894507638	0.353101445
1161	0.9895842966	0.3528260366
1162	0.9897187825	0.3525410543
1163	0.9897176932	0.352242459
1164	0.9897176932	0.3520805042
1165	0.9898512266	0.3518572206
1166	0.9898512266	0.351683911
1167	0.9899847418	0.3514552077
1168	0.9899847418	0.3510659585
1169	0.9899847418	0.3508289563
1170	0.9899847418	0.3504132142
1171	0.9899847418	0.3501874729
1172	0.9898513074	0.3499066096
1173	0.9898513074	0.3496440297
1174	0.9901191977	0.3494089809
1175	0.9902525892	0.3491815629
1176	0.9902525892	0.3490055933
1177	0.9901191977	0.3488615268
1178	0.9901191977	0.3486578871
1179	0.9901191977	0.3483820199
1180	0.9901191977	0.3481923079
1181	0.9899856916	0.3478960456
1182	0.9901191977	0.3475638051
1183	0.9899856916	0.3472476254
1184	0.9903861068	0.3468685796
1185	0.9903861068	0.3467156677
1186	0.9903861068	0.3464275728
1187	0.9902527148	0.3460768111
1188	0.9903861068	0.3458481243
1189	0.9903861068	0.345581681
1190	0.9905194869	0.345371591
1191	0.9906530224	0.3450732928
1192	0.9905194869	0.3448160844
1193	0.9903861056	0.3444162458
1194	0.9907865206	0.3440774195
1195	0.9907865206	0.3438498932
1196	0.9907865206	0.3435138735
1197	0.9907865206	0.3432431482
1198	0.9907865206	0.343064986
1199	0.9909200017	0.342872835
1200	0.9909200017	0.3426260927
1201	0.9910534453	0.3424620934
1202	0.9910534453	0.342191228
1203	0.9910534453	0.3420663578
1204	0.9910534453	0.3417766247
1205	0.9910534453	0.3415061916
1206	0.9911869275	0.3411846089
1207	0.9911869275	0.341058731
1208	0.9911869275	0.3407649216
1209	0.9910534453	0.3404220025
1210	0.9910534453	0.3401556162
1211	0.9910534453	0.3400157846
1212	0.9910534453	0.339761
1213	0.9911869275	0.3395189699
1214	0.9911869275	0.3394236953
1215	0.9910533685	0.3392499625
1216	0.9910534191	0.3389078651
1217	0.9913203782	0.3388297458
1218	0.9913203782	0.3385318875
1219	0.991453854	0.3381748627
1220	0.991453854	0.3379686119
1221	0.9913203893	0.3377507324
1222	0.991453854	0.3374987793
1223	0.991453854	0.3373073592
1224	0.991588261	0.3372541036
1225	0.991588261	0.3370610524
1226	0.991588261	0.3369572979
1227	0.9917216245	0.3367451687
1228	0.9918551255	0.3363400272
1229	0.9917216245	0.3360958427
1230	0.9918542284	0.3357953559
1231	0.9918542284	0.3355429259
1232	0.9917216245	0.3352844976
1233	0.9917216245	0.3349701022
1234	0.9918551255	0.3347606162
1235	0.9918551255	0.3345329224
1236	0.9918551255	0.3342094179
1237	0.9918551255	0.3339538723
1238	0.9918551255	0.3337344583
1239	0.9919886287	0.333508394
1240	0.9918551275	0.3332645397
1241	0.9917217001	0.3329658894
1242	0.9919886125	0.3327951994
1243	0.9919886125	0.3325633219
1244	0.9921220471	0.3322431413
1245	0.9921220471	0.3320378242
1246	0.9921220471	0.3318327194
1247	0.9919885476	0.3316274968
1248	0.9921220471	0.3315356375
1249	0.9922555334	0.3314027281
1250	0.9922555334	0.3313716232
1251	0.9923890504	0.3312189084
1252	0.9926559652	0.3311162001
1253	0.992789435	0.3308863157
1254	0.9927902558	0.3307784541
1255	0.9927894298	0.3305885497
1256	0.9927894298	0.330265953
1257	0.9929237259	0.3299216812
1258	0.9929237259	0.3297318439
1259	0.9929237259	0.3293431356
1260	0.9929229038	0.3292370459
1261	0.9929229038	0.3290108964
1262	0.9929229038	0.3286857246
1263	0.9929229038	0.3284789191
1264	0.9930563749	0.3282212104
1265	0.9930571782	0.3279166635
1266	0.9933240808	0.3276280999
1267	0.9934575147	0.3272720724
1268	0.9934575147	0.3270961409
1269	0.9933240808	0.3267440817
1270	0.9934575147	0.3265289147
1271	0.993590937	0.3263846136
1272	0.993590937	0.3261672378
1273	0.9934575147	0.3259088248
1274	0.993590937	0.3257991382
1275	0.993590937	0.3254556492
1276	0.993590937	0.3252021485
1277	0.993590937	0.3250419377
1278	0.9937243479	0.324696914
1279	0.9937243479	0.3244292798
1280	0.9937243479	0.3241968284
1281	0.9937243479	0.3240182591
1282	0.9937243479	0.3237153216
1283	0.9937243479	0.3234483855
1284	0.9937243479	0.3231410237
1285	0.9937236402	0.3228226765
1286	0.9937236402	0.3226902467
1287	0.9937236402	0.3224961982
1288	0.9937236402	0.322271664
1289	0.9937236402	0.3220952567
1290	0.9938570586	0.3218646342
1291	0.9938570586	0.3217120117
1292	0.9938570586	0.3214659698
1293	0.9938570586	0.3213096925
1294	0.9938570586	0.3209994555
1295	0.9938570586	0.3207476007
1296	0.9939906268	0.3204721874
1297	0.9939906268	0.3202340291
1298	0.9939906268	0.319990519
1299	0.9939906268	0.3197525555
1300	0.9939906268	0.3196861342
1301	0.9939906268	0.3194543137
1302	0.9939906268	0.3191832242
1303	0.9939906268	0.3190126439
1304	0.9939906268	0.3186803605
1305	0.9939906268	0.3184974534
1306	0.9939906268	0.3182577066
1307	0.9939906268	0.3181418393
1308	0.9939906268	0.3178514132
1309	0.9939906268	0.3176144477
1310	0.9939906268	0.3174831715
1311	0.9939906268	0.31735134
1312	0.9939906268	0.317006419
1313	0.9939906268	0.3168404171
1314	0.9939906268	0.3166471423
1315	0.9939906268	0.3164451035
1316	0.9941242343	0.3163643641
1317	0.9942577102	0.316179449
1318	0.9943912257	0.315985658
1319	0.9943912257	0.315591858
1320	0.9943912257	0.3154586759
1321	0.9947916424	0.3151365198
1322	0.9949250919	0.3148826834
1323	0.9949250919	0.3147375873
1324	0.9947916424	0.3143953422
1325	0.9946581815	0.3141999749
1326	0.9947916424	0.3139532442
1327	0.9949251979	0.3136282763
1328	0.9949251979	0.3133709198
1329	0.9950587359	0.3131024534
1330	0.9951922565	0.3128299046
1331	0.9954592596	0.3125163042
1332	0.9954592596	0.3123113419
1333	0.9954592862	0.3120763439
1334	0.9955928013	0.3120349299
1335	0.9954592862	0.3119268832
1336	0.9955927442	0.3116314584
1337	0.9955928013	0.3114241103
1338	0.9955928013	0.3112947147
1339	0.9955927442	0.3110342539
1340	0.9957263052	0.3107843478
1341	0.9957263052	0.3107193953
1342	0.9957263052	0.3104536351
1343	0.9955928013	0.3102288412
1344	0.9955928013	0.3100212862
1345	0.9954592862	0.3098575143
1346	0.9954592862	0.3096536292
1347	0.9954592862	0.3095492926
1348	0.9957263052	0.3092755355
1349	0.9957263052	0.3091680105
1350	0.9957263052	0.3089926959
1351	0.9955928013	0.3088132419
1352	0.9957263052	0.3085623135
1353	0.9957263052	0.3083743873
1354	0.9958597979	0.3080678266
1355	0.9958597979	0.3078712991
1356	0.9957263052	0.3076463179
1357	0.9957263052	0.3074061312
1358	0.9957263052	0.3072710799
1359	0.9958597979	0.3069676069
1360	0.9957263052	0.3067806097
1361	0.9957263052	0.3065839207
1362	0.9958597979	0.3064116539
1363	0.9958597979	0.3062189928
1364	0.9958597979	0.3060725387
1365	0.9958597979	0.3058010016
1366	0.9958597979	0.3055989056
1367	0.9958597979	0.3053624645
1368	0.9958597979	0.3051694978
1369	0.9958597979	0.304898334
1370	0.9958597979	0.3046960016
1371	0.9958597979	0.3043646255
1372	0.9958597979	0.3041365734
1373	0.9959932793	0.303871635
1374	0.9959932793	0.3036594228
1375	0.9958597979	0.3034520783
1376	0.9959932793	0.3033224886
1377	0.9959933608	0.3032233655
1378	0.9961268615	0.3030840451
1379	0.9961268615	0.3029127355
1380	0.9961268615	0.3026112788
1381	0.9961268615	0.3024278303
1382	0.9962604265	0.3021531276
1383	0.9962604265	0.302012002
1384	0.9962604265	0.3017047808
1385	0.9962604265	0.3014722377
1386	0.9962604265	0.3013792126
1387	0.9963939452	0.3010487598
1388	0.9963939452	0.3010075124
1389	0.9963939452	0.3007779939
1390	0.9963939452	0.3005185922
1391	0.9963939452	0.3003596977
1392	0.996527493	0.3002816148
1393	0.996527493	0.3002393777
1394	0.9966610237	0.2999891946
1395	0.996527493	0.299813422
1396	0.996527493	0.2996065856
1397	0.996527493	0.2994228702
1398	0.9967945533	0.2990304983
1399	0.9967945533	0.2989547519
1400	0.9967945533	0.2988344082
1401	0.9967945533	0.2985847415
1402	0.9967945533	0.2984484587
1403	0.9967945533	0.2982661504
1404	0.9967945533	0.2980113356
1405	0.9967945533	0.2978100338
1406	0.9967945533	0.2976569564
1407	0.9967945533	0.2973825282
1408	0.9967945533	0.297011214
1409	0.9967945533	0.2967847507
1410	0.9967945533	0.2966583612
1411	0.9967945533	0.2964653599
1412	0.9967945533	0.2963389232
1413	0.9967945533	0.2960717226
1414	0.997061634	0.2957664591
1415	0.997061634	0.2955683421
1416	0.997061634	0.2954543814
1417	0.9969280669	0.2953204013
1418	0.9969280669	0.2951037366
1419	0.997061634	0.2949425457
1420	0.997061634	0.2946408437
1421	0.997061634	0.2945516174
1422	0.997061634	0.2944552692
1423	0.997061634	0.294167222
1424	0.997061634	0.2938385885
1425	0.997061634	0.2936345706
1426	0.997061634	0.2934947283
1427	0.99719519	0.293203924
1428	0.997061634	0.2930549297
1429	0.997061634	0.2927918726
1430	0.997061634	0.2926028944
1431	0.997061634	0.2924406126
1432	0.997061634	0.2922458011
1433	0.997061634	0.2920415175
1434	0.99719519	0.2919545729
1435	0.99719519	0.2918723163
1436	0.99719519	0.2917170937
1437	0.99719519	0.2915509733
1438	0.9973287349	0.2913216401
1439	0.9973287349	0.2911314211
1440	0.9973287349	0.2909277075
1441	0.9973287349	0.2905568401
1442	0.9973287349	0.2904308563
1443	0.9974622894	0.2902280978
1444	0.9974622894	0.2901004828
1445	0.9974622894	0.2898377754
1446	0.9977293848	0.2897126621
1447	0.9977293848	0.2895857705
1448	0.9977293848	0.2892943456
1449	0.9977293848	0.2891434579
1450	0.9975958426	0.2888982403
1451	0.9977293848	0.2886383284
1452	0.9977293848	0.2884330864
1453	0.9978629609	0.2881442405
1454	0.9977293848	0.2880220515
1455	0.9978629609	0.2878355549
1456	0.9978629609	0.2875900991
1457	0.9978629609	0.2873362813
1458	0.9978629609	0.287087414
1459	0.9978629609	0.2870448289
1460	0.9978629609	0.2867575824
1461	0.9978629609	0.2865567313
1462	0.9978629609	0.2864530294
1463	0.9978629609	0.286191658
1464	0.9979965201	0.2859034501
1465	0.9979965201	0.2857538512
1466	0.9979965201	0.2855481337
1467	0.9979965201	0.2854415501
1468	0.9979965201	0.2852906358
1469	0.9979965201	0.2851191007
1470	0.9979965201	0.2849770016
1471	0.9979965201	0.2847563401
1472	0.9979965201	0.2846207251
1473	0.9979965201	0.2845743256
1474	0.9979965201	0.2844373662
1475	0.9979965201	0.284137841
1476	0.9979965201	0.2839261599
1477	0.9979965201	0.2837028032
1478	0.9979965201	0.2836489781
1479	0.9979965201	0.2834063617
1480	0.9979965201	0.2832908606
1481	0.9979965201	0.2830687005
1482	0.9979965201	0.2828605141
1483	0.9979965201	0.282633536
1484	0.9979965201	0.2825028602
1485	0.9979965201	0.2824077616
1486	0.9979965201	0.2823223925
1487	0.9979965201	0.2821219378
1488	0.9979965201	0.2820197903
1489	0.9979965201	0.2818773042
1490	0.9978629609	0.2816783619
1491	0.9978629609	0.2814685933
1492	0.9979965115	0.2812205557
1493	0.9979965115	0.281025471
1494	0.9979965115	0.2807962185
1495	0.9979965115	0.2806205564
1496	0.9979965115	0.2805053959
1497	0.9979965115	0.2802425117
1498	0.9979965115	0.2800135111
1499	0.9981300901	0.2798296099
